,Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2947,11.07.04,17:00:00,0.9,5.0,86,32.0,19.8,,
4327,07.09.04,2:00:00,0.6,2.7,-200,24.0,43.7,,
6774,18.12.04,15:00:00,0.6,2.4,64,15.0,16.3,,
870,16.04.04,3:00:00,1.0,2.7,-200,12.9,68.5,132.2408346,144.7849689
727,10.04.04,4:00:00,0.8,3.3,52,10.8,70.3,137.1669947,151.3969875
5196,13.10.04,6:00:00,-200.0,2.2,-200,14.7,57.4,,
2356,16.06.04,7:00:00,2.7,18.9,95,21.3,56.9,,
6742,16.12.04,0:00:00,2.2,-200.0,100,-200.0,-200.0,,
7847,31.01.05,9:00:00,-200.0,14.0,-200,4.4,38.8,,
7354,11.01.05,2:00:00,1.1,3.9,91,12.4,69.5,,
6852,21.12.04,7:00:00,0.7,2.6,120,4.9,40.6,,
6098,19.11.04,20:00:00,8.6,27.9,185,15.2,57.5,,
5993,15.11.04,15:00:00,1.7,6.7,114,13.6,32.1,,
4821,27.09.04,0:00:00,1.9,8.5,103,16.6,51.3,,
5440,23.10.04,8:00:00,3.0,16.0,69,18.2,72.8,,
6169,22.11.04,9:00:00,3.1,50.7,215,5.4,55.1,,
4921,01.10.04,13:00:00,4.1,22.3,132,23.9,54.4,,
2719,02.07.04,4:00:00,-200.0,3.3,54,25.3,47.2,,
8281,18.02.05,8:00:00,2.1,7.9,205,6.9,48.8,,
8058,09.02.05,13:00:00,2.0,-200.0,151,-200.0,-200.0,,
4742,24.09.04,0:00:00,1.0,6.5,64,22.7,53.7,,
5352,19.10.04,12:00:00,-200.0,26.5,-200,19.4,61.1,,
3353,28.07.04,23:00:00,-200.0,8.5,96,26.3,29.0,,
6907,23.12.04,12:00:00,3.8,15.9,193,8.0,38.3,,
6261,26.11.04,10:00:00,5.6,26.1,197,12.4,64.8,,
7406,13.01.05,1:00:00,2.5,10.2,120,8.5,76.9,,
2054,04.06.04,3:00:00,-200.0,5.6,-200,20.1,53.1,,
5161,11.10.04,19:00:00,4.0,21.4,80,19.9,64.2,,
364,25.03.04,20:00:00,4.6,21.6,133,12.6,52.5,73.22545503,111.4944312
7894,02.02.05,21:00:00,4.1,15.6,212,6.7,39.6,,
9298,02.04.05,5:00:00,0.4,1.4,44,11.0,40.5,,
2730,02.07.04,22:00:00,2.1,12.7,122,26.1,31.1,,
1192,29.04.04,22:00:00,2.7,13.7,102,17.8,61.0,182.3973811,206.62060259999998
7775,28.01.05,13:00:00,1.4,5.3,147,4.4,48.4,,
2243,12.06.04,5:00:00,0.9,6.0,78,18.8,46.6,,
9308,02.04.05,15:00:00,0.8,2.5,81,21.7,20.9,,
8323,20.02.05,21:00:00,1.4,3.8,140,7.7,56.9,,
8056,09.02.05,16:00:00,2.1,-200.0,148,-200.0,-200.0,,
3461,01.08.04,23:00:00,1.7,9.5,88,27.4,55.5,,
1162,28.04.04,1:00:00,1.0,4.4,74,18.1,44.7,183.4128101,220.72737169999996
4581,17.09.04,15:00:00,1.6,9.4,82,23.6,43.2,,
3463,02.08.04,3:00:00,0.3,2.2,-200,25.5,62.8,,
7799,29.01.05,11:00:00,1.1,3.0,96,2.9,48.7,,
8838,14.03.05,5:00:00,0.8,2.9,85,8.4,74.5,,
3415,31.07.04,4:00:00,-200.0,3.9,37,23.8,55.3,,
1147,27.04.04,16:00:00,2.2,12.5,99,27.2,22.1,171.76645380000002,202.4755743
4680,21.09.04,19:00:00,5.4,28.7,210,26.7,42.3,,
467,30.03.04,5:00:00,0.7,2.3,71,12.9,33.9,79.04064348,111.8679307
4883,30.09.04,0:00:00,0.9,5.7,79,19.4,50.3,,
6988,26.12.04,20:00:00,3.8,13.1,139,11.7,80.0,,
3160,20.07.04,13:00:00,-200.0,13.4,130,39.8,16.0,,
6620,11.12.04,8:00:00,1.7,8.4,124,8.2,46.8,,
3103,18.07.04,14:00:00,0.1,3.8,40,40.2,12.3,,
5096,09.10.04,2:00:00,1.4,7.3,58,21.1,64.5,,
5811,07.11.04,20:00:00,3.1,12.2,138,14.1,43.0,,
3833,17.08.04,17:00:00,-200.0,5.0,-200,38.1,19.7,,
7097,31.12.04,14:00:00,-200.0,5.6,-200,12.0,31.1,,
6735,16.12.04,15:00:00,4.8,-200.0,217,-200.0,-200.0,,
9261,31.03.05,1:00:00,1.1,4.1,93,14.2,68.6,,
7081,30.12.04,9:00:00,-200.0,6.1,-200,8.8,42.0,,
798,13.04.04,4:00:00,0.3,0.9,28,11.1,60.1,134.1692345,144.45640519999998
34,12.03.04,2:00:00,1.4,4.1,91,7.1,61.8,37.9850456,60.65874397
1848,26.05.04,20:00:00,-200.0,20.3,-200,25.0,24.4,,
1923,29.05.04,22:00:00,1.3,8.5,93,19.5,36.9,,
7465,15.01.05,17:00:00,3.0,15.2,179,10.5,55.1,,
2620,27.06.04,21:00:00,2.3,12.7,134,30.5,30.4,,
6794,18.12.04,21:00:00,4.4,17.2,179,10.1,29.7,,
3433,31.07.04,23:00:00,2.3,13.3,92,27.7,44.6,,
7579,20.01.05,12:00:00,2.6,11.9,151,13.9,32.3,,
7004,27.12.04,19:00:00,2.1,8.0,119,13.3,63.6,,
5897,11.11.04,12:00:00,3.0,12.7,210,11.8,76.1,,
5452,23.10.04,18:00:00,4.0,21.0,115,23.3,57.9,,
2681,30.06.04,13:00:00,2.3,14.0,139,36.9,26.9,,
3545,05.08.04,20:00:00,-200.0,7.7,101,20.8,80.9,,
9278,01.04.05,5:00:00,0.5,1.4,66,13.5,50.6,,
1090,25.04.04,13:00:00,0.8,2.2,52,17.9,30.7,188.5263868,215.4135722
7086,31.12.04,4:00:00,-200.0,0.4,-200,7.4,45.7,,
487,31.03.04,4:00:00,0.5,0.8,26,14.5,36.1,87.55952804,116.7833722
6350,30.11.04,1:00:00,1.4,5.1,81,13.8,80.4,,
7834,31.01.05,6:00:00,0.4,0.6,50,3.7,37.5,,
4764,25.09.04,7:00:00,0.6,2.1,9,15.4,52.7,,
8848,14.03.05,14:00:00,1.7,8.1,126,20.1,32.9,,
1366,06.05.04,19:00:00,2.1,11.0,97,15.0,61.4,35.28535024,128.8876936
5983,15.11.04,2:00:00,0.3,0.6,31,10.7,36.1,,
1277,02.05.04,19:00:00,3.3,13.8,123,21.2,47.5,36.90379749,159.8325574
6434,03.12.04,10:00:00,5.1,23.0,154,14.6,81.6,,
9209,29.03.05,13:00:00,2.5,11.7,136,18.0,57.9,,
6947,25.12.04,15:00:00,2.4,9.7,159,12.1,61.8,,
8393,23.02.05,23:00:00,1.5,4.6,167,4.2,77.9,,
4906,01.10.04,2:00:00,1.3,6.9,69,19.0,70.8,,
8636,05.03.05,9:00:00,2.3,8.7,185,7.0,48.1,,
9281,01.04.05,15:00:00,1.1,3.6,119,19.4,25.3,,
3750,14.08.04,4:00:00,0.4,1.8,27,25.2,55.0,,
2452,20.06.04,13:00:00,0.6,-200.0,36,-200.0,-200.0,,
1796,24.05.04,20:00:00,1.2,6.7,96,19.1,22.8,126.78394509999998,67.36492499
7617,22.01.05,15:00:00,0.1,7.0,133,15.8,33.8,,
6192,23.11.04,10:00:00,6.6,31.5,183,10.7,76.2,,
8372,22.02.05,12:00:00,2.0,9.1,208,11.4,48.9,,
1065,24.04.04,22:00:00,1.1,3.0,54,12.9,79.7,189.21536,219.830725
8646,06.03.05,6:00:00,0.5,0.6,32,5.8,59.4,,
5459,24.10.04,4:00:00,-200.0,7.0,51,18.7,73.8,,
735,10.04.04,18:00:00,2.0,8.7,111,18.3,31.6,131.9725655,156.5787448
8871,15.03.05,14:00:00,2.2,10.0,142,22.2,25.5,,
8188,14.02.05,8:00:00,2.3,11.4,176,9.4,44.9,,
4932,02.10.04,14:00:00,-200.0,7.2,-200,25.8,49.6,,
3816,16.08.04,19:00:00,1.3,6.8,77,31.7,28.2,,
935,18.04.04,17:00:00,-200.0,7.7,-200,17.5,54.6,170.8983329,213.8802414
5506,26.10.04,6:00:00,1.4,8.6,54,15.7,77.0,,
741,10.04.04,21:00:00,2.0,8.2,115,13.2,50.3,154.13313530000002,160.5141384
6762,17.12.04,18:00:00,3.2,-200.0,138,-200.0,-200.0,,
6948,25.12.04,4:00:00,-200.0,10.5,130,9.1,68.7,,
7500,17.01.05,0:00:00,1.4,3.8,133,6.4,44.2,,
3836,17.08.04,11:00:00,-200.0,7.8,-200,35.3,23.1,,
4047,26.08.04,11:00:00,1.4,-200.0,71,-200.0,-200.0,,
6449,04.12.04,17:00:00,2.3,8.3,120,12.7,84.4,,
805,13.04.04,10:00:00,1.6,7.3,93,12.6,50.8,144.85525619999999,148.48012759999997
3350,28.07.04,13:00:00,-200.0,9.6,95,34.6,15.5,,
6663,13.12.04,22:00:00,2.0,10.9,120,10.1,66.2,,
733,10.04.04,17:00:00,1.7,7.4,104,21.1,24.5,130.9939326,161.16306809999998
9118,25.03.05,21:00:00,3.9,16.7,155,18.2,61.0,,
5029,06.10.04,22:00:00,-200.0,11.0,-200,22.7,55.8,,
7725,26.01.05,16:00:00,0.3,4.2,133,5.7,43.1,,
3408,30.07.04,22:00:00,-200.0,14.8,111,28.1,40.3,,
8545,01.03.05,9:00:00,1.9,6.1,143,0.6,36.8,,
7069,30.12.04,15:00:00,-200.0,3.6,-200,12.1,31.1,,
1229,30.04.04,19:00:00,5.7,26.9,135,19.8,58.6,31.73858614,151.13884850000002
466,30.03.04,3:00:00,0.8,1.4,-200,11.7,38.7,77.06196981,102.9982415
8068,09.02.05,6:00:00,0.6,-200.0,100,-200.0,-200.0,,
7743,27.01.05,22:00:00,1.4,3.6,128,4.3,41.1,,
1514,12.05.04,7:00:00,4.1,23.6,95,15.5,62.2,122.81319690000001,60.63707314
7367,11.01.05,19:00:00,3.6,19.7,146,13.2,61.8,,
3539,05.08.04,22:00:00,-200.0,5.5,70,23.1,70.1,,
1319,04.05.04,6:00:00,1.9,9.9,88,16.0,80.8,45.98498575,168.9614735
4785,26.09.04,5:00:00,0.9,4.5,55,12.5,63.2,,
2228,11.06.04,18:00:00,3.2,19.1,146,34.2,14.2,,
1340,05.05.04,11:00:00,2.6,13.0,120,17.2,62.9,53.97960741,163.9991095
4322,06.09.04,8:00:00,1.9,8.5,-200,24.3,45.4,,
4106,28.08.04,22:00:00,-200.0,8.4,-200,26.0,47.6,,
1360,06.05.04,13:00:00,1.8,8.9,75,15.1,54.5,51.76812662,159.1490255
2738,02.07.04,10:00:00,2.8,15.6,158,33.6,28.7,,
6862,21.12.04,17:00:00,2.5,10.7,145,7.9,38.6,,
8682,07.03.05,0:00:00,1.4,3.2,141,5.6,45.5,,
7970,05.02.05,7:00:00,1.4,7.3,205,1.3,67.2,,
1889,28.05.04,11:00:00,-200.0,9.8,-200,26.4,29.3,,
4338,07.09.04,12:00:00,2.1,10.1,-200,32.5,21.2,,
5038,06.10.04,16:00:00,-200.0,17.2,-200,29.6,36.7,,
6532,07.12.04,12:00:00,3.5,21.6,141,17.4,53.3,,
4946,02.10.04,18:00:00,-200.0,12.7,-200,24.4,52.5,,
2320,15.06.04,14:00:00,2.0,12.2,112,35.3,19.6,,
5216,14.10.04,2:00:00,-200.0,1.1,-200,14.9,56.4,,
6084,19.11.04,4:00:00,1.1,2.1,41,14.7,64.4,,
4486,13.09.04,11:00:00,2.9,16.3,138,30.0,41.6,,
1944,30.05.04,18:00:00,0.9,7.7,90,29.2,19.6,,
7349,10.01.05,8:00:00,2.6,21.0,137,12.8,71.8,,
2367,17.06.04,16:00:00,1.7,9.5,102,30.9,30.3,,
8121,12.02.05,6:00:00,1.4,7.3,156,4.6,67.6,,
2822,06.07.04,14:00:00,1.8,11.3,132,39.9,15.8,,
8233,16.02.05,9:00:00,3.3,13.4,260,7.8,37.6,,
1253,01.05.04,0:00:00,3.5,15.2,110,17.8,66.8,52.40669259,137.3381937
1893,28.05.04,23:00:00,2.0,11.3,109,19.6,47.0,,
3010,14.07.04,1:00:00,1.1,6.7,69,23.0,33.8,,
9338,03.04.05,21:00:00,1.5,6.0,158,16.4,46.6,,
1248,01.05.04,20:00:00,2.8,10.8,112,19.0,51.7,36.64623181,128.4119834
2281,13.06.04,4:00:00,0.5,3.1,39,24.4,48.3,,
8973,19.03.05,16:00:00,2.1,8.7,153,21.7,35.1,,
4536,15.09.04,12:00:00,-200.0,21.0,-200,23.5,69.2,,
2564,25.06.04,10:00:00,1.9,8.0,113,29.9,33.2,,
7005,27.12.04,21:00:00,2.1,7.5,123,12.4,64.7,,
1291,03.05.04,6:00:00,1.3,8.2,80,16.0,65.8,43.79157175,160.70253730000002
3440,01.08.04,13:00:00,0.5,3.5,33,39.2,20.2,,
3312,26.07.04,17:00:00,-200.0,12.0,118,34.6,23.5,,
7657,23.01.05,15:00:00,-200.0,9.0,169,8.3,41.3,,
886,16.04.04,16:00:00,4.7,17.7,140,14.6,74.9,142.43135569999998,149.7102775
1746,22.05.04,12:00:00,2.2,12.9,104,27.2,28.1,124.8663352,62.39409161
2716,01.07.04,19:00:00,4.4,22.9,179,32.5,30.9,,
8136,12.02.05,18:00:00,4.6,23.0,248,11.0,53.6,,
7511,17.01.05,11:00:00,3.8,15.1,208,8.2,40.5,,
6930,24.12.04,1:00:00,3.9,14.6,174,5.1,59.0,,
3646,09.08.04,10:00:00,1.4,9.8,39,31.8,38.9,,
7877,01.02.05,9:00:00,4.8,22.1,198,3.7,61.7,,
5259,15.10.04,8:00:00,-200.0,22.2,-200,15.6,77.1,,
7045,29.12.04,9:00:00,-200.0,2.9,-200,9.3,64.7,,
1960,31.05.04,12:00:00,1.4,13.1,120,30.3,22.8,,
4034,25.08.04,10:00:00,2.2,12.1,93,30.2,43.2,,
2548,24.06.04,23:00:00,4.1,20.5,126,24.6,45.3,,
2862,08.07.04,3:00:00,0.5,4.2,-200,26.8,35.3,,
7805,29.01.05,20:00:00,1.4,3.4,125,2.8,49.0,,
4189,01.09.04,13:00:00,2.0,11.3,80,31.3,29.1,,
7874,01.02.05,8:00:00,3.7,20.0,187,3.1,64.0,,
4890,30.09.04,14:00:00,2.2,15.1,113,25.6,43.4,,
6342,30.11.04,5:00:00,0.6,1.4,38,13.6,75.5,,
2316,15.06.04,6:00:00,1.0,7.5,69,19.9,51.8,,
8135,12.02.05,14:00:00,3.8,17.5,216,11.0,51.4,,
8179,14.02.05,6:00:00,0.7,2.9,81,6.9,70.0,,
378,26.03.04,16:00:00,1.9,8.8,87,13.4,41.0,71.00796326,107.1963775
7683,24.01.05,9:00:00,2.0,9.7,203,6.9,52.8,,
3512,04.08.04,3:00:00,-200.0,4.0,-200,25.9,55.1,,
4145,30.08.04,21:00:00,-200.0,10.8,-200,26.0,43.6,,
8143,13.02.05,16:00:00,1.0,4.4,90,19.4,32.4,,
2899,09.07.04,10:00:00,1.8,9.4,130,30.5,24.7,,
6597,10.12.04,10:00:00,1.8,7.2,122,14.4,30.2,,
7428,14.01.05,1:00:00,1.8,6.4,98,7.1,73.9,,
6528,07.12.04,9:00:00,3.4,16.8,114,12.5,65.8,,
1056,23.04.04,16:00:00,4.6,25.8,186,29.5,20.1,174.6705799,201.2238236
1591,16.05.04,4:00:00,-200.0,2.6,43,15.2,45.5,113.3350327,66.79432994
3838,17.08.04,20:00:00,-200.0,7.5,-200,30.4,29.8,,
6409,02.12.04,17:00:00,4.9,24.8,151,16.7,67.3,,
2979,12.07.04,19:00:00,3.4,15.4,128,23.6,35.7,,
59,13.03.04,2:00:00,1.6,5.4,82,8.8,63.9,24.61828378,54.19689047
306,23.03.04,15:00:00,1.9,10.1,99,14.1,49.8,81.45179379999999,108.9560558
3366,29.07.04,4:00:00,-200.0,1.9,33,23.9,34.4,,
1492,11.05.04,8:00:00,5.5,31.0,120,14.5,59.8,119.7149966,67.51680616
7025,28.12.04,15:00:00,-200.0,10.7,-200,14.3,48.6,,
8740,09.03.05,20:00:00,5.9,24.4,199,11.5,53.9,,
1880,28.05.04,5:00:00,-200.0,3.4,-200,15.5,51.7,,
8796,12.03.05,8:00:00,0.1,3.3,88,10.6,66.1,,
1633,17.05.04,20:00:00,3.0,12.7,122,22.0,24.0,115.8940535,69.63532897
8476,26.02.05,0:00:00,2.8,8.8,161,4.7,69.0,,
1962,31.05.04,21:00:00,0.8,7.5,69,19.3,68.8,,
6800,19.12.04,5:00:00,1.0,3.0,79,3.3,53.5,,
5286,17.10.04,5:00:00,-200.0,1.7,-200,15.0,71.0,,
9121,25.03.05,8:00:00,3.2,17.4,146,14.8,73.6,,
1046,23.04.04,22:00:00,2.2,13.0,108,19.2,44.9,185.19377319999998,205.4379658
8526,01.03.05,3:00:00,0.2,0.2,-200,0.1,40.0,,
3108,18.07.04,6:00:00,0.7,4.1,62,20.2,48.5,,
8243,17.02.05,3:00:00,1.0,3.6,-200,5.8,42.9,,
3620,08.08.04,10:00:00,1.0,4.2,49,29.5,45.9,,
3456,01.08.04,1:00:00,1.8,9.8,70,25.7,50.7,,
81,14.03.04,4:00:00,-200.0,5.2,82,12.1,61.1,34.66929165,55.04864414
4263,04.09.04,20:00:00,1.7,7.8,-200,30.7,30.7,,
1108,25.04.04,22:00:00,2.8,13.0,93,14.8,39.5,185.72885060000002,218.89369080000003
4397,09.09.04,18:00:00,5.4,32.3,220,35.2,16.6,,
932,18.04.04,15:00:00,-200.0,6.8,-200,16.2,62.4,170.14483380000001,211.68399359999998
7260,07.01.05,1:00:00,1.4,3.6,89,9.8,70.7,,
4440,11.09.04,8:00:00,-200.0,13.0,-200,21.3,47.2,,
8199,15.02.05,0:00:00,1.0,3.1,102,8.7,31.2,,
7762,28.01.05,21:00:00,1.8,-200.0,153,-200.0,-200.0,,
4283,05.09.04,17:00:00,0.9,3.4,-200,32.9,17.5,,
323,24.03.04,23:00:00,1.3,4.5,87,10.4,61.1,76.15959213,116.03860390000001
3786,15.08.04,1:00:00,0.5,3.0,34,25.7,52.5,,
4434,11.09.04,17:00:00,-200.0,9.8,-200,34.2,22.6,,
6234,25.11.04,15:00:00,2.5,13.4,136,16.8,37.6,,
9309,02.04.05,8:00:00,0.9,2.5,121,14.2,36.9,,
7493,16.01.05,0:00:00,3.8,13.6,165,5.2,67.8,,
4527,15.09.04,22:00:00,1.8,10.3,74,22.1,67.3,,
185,18.03.04,12:00:00,2.2,12.5,139,23.8,28.2,47.29813322,59.33962775
6025,16.11.04,11:00:00,3.5,15.5,219,17.5,26.4,,
7742,27.01.05,12:00:00,1.0,3.0,104,6.6,40.2,,
2848,07.07.04,0:00:00,2.1,14.3,99,26.9,32.6,,
8101,11.02.05,10:00:00,5.4,-200.0,291,-200.0,-200.0,,
3809,16.08.04,12:00:00,1.4,7.3,77,37.4,14.7,,
2168,09.06.04,5:00:00,0.5,4.0,58,20.3,56.0,,
4443,11.09.04,23:00:00,-200.0,12.4,-200,24.6,47.2,,
6966,26.12.04,6:00:00,0.3,0.7,46,10.9,80.3,,
8269,18.02.05,0:00:00,1.2,3.3,105,6.9,48.7,,
237,20.03.04,17:00:00,2.1,9.7,94,19.1,43.8,38.79126897,57.80323282
9031,22.03.05,5:00:00,0.6,1.6,66,10.6,70.8,,
8467,26.02.05,18:00:00,2.8,4.2,126,6.4,61.7,,
8635,05.03.05,3:00:00,1.5,4.4,-200,4.9,62.6,,
8274,18.02.05,15:00:00,1.7,6.7,134,11.3,31.7,,
5404,21.10.04,18:00:00,4.4,28.7,118,25.9,55.8,,
3837,17.08.04,16:00:00,-200.0,6.0,-200,38.8,19.8,,
113,15.03.04,14:00:00,2.9,15.4,111,23.9,30.0,50.64379097,52.76677209
6129,21.11.04,8:00:00,0.2,4.9,116,1.3,65.3,,
8583,03.03.05,10:00:00,2.1,8.8,186,7.3,39.4,,
5870,10.11.04,11:00:00,1.3,4.4,150,6.8,87.1,,
7584,20.01.05,8:00:00,3.4,14.4,162,7.0,56.3,,
5074,08.10.04,1:00:00,1.2,6.5,53,20.3,62.5,,
8540,01.03.05,14:00:00,1.0,3.1,102,3.2,30.8,,
8980,19.03.05,19:00:00,2.7,12.4,183,16.2,53.0,,
8706,08.03.05,1:00:00,1.5,5.3,154,2.5,52.1,,
8428,24.02.05,19:00:00,4.0,17.7,260,6.1,75.8,,
3383,29.07.04,19:00:00,-200.0,13.9,122,32.0,24.9,,
5891,11.11.04,6:00:00,1.1,6.1,89,8.3,77.2,,
8320,20.02.05,19:00:00,1.1,2.9,119,7.1,62.6,,
2577,26.06.04,3:00:00,1.1,4.9,-200,19.5,42.3,,
1558,14.05.04,17:00:00,3.0,14.9,126,27.6,22.3,129.8757347,62.65846266
6246,26.11.04,6:00:00,1.0,4.6,75,9.1,77.3,,
9314,02.04.05,19:00:00,1.2,3.5,124,15.5,33.9,,
2259,12.06.04,21:00:00,1.8,11.2,89,26.1,42.2,,
4219,02.09.04,17:00:00,-200.0,15.3,-200,37.2,18.9,,
6569,09.12.04,15:00:00,1.4,5.3,99,15.2,50.1,,
7913,03.02.05,15:00:00,2.1,11.4,174,14.9,34.9,,
788,12.04.04,20:00:00,1.2,3.7,82,10.6,57.7,130.3749901,166.3581163
9101,24.03.05,20:00:00,7.5,35.5,232,18.8,49.1,,
271,22.03.04,5:00:00,0.3,0.7,23,16.5,53.9,50.63356132,50.3018261
942,19.04.04,3:00:00,-200.0,1.7,-200,13.1,78.3,174.16708730000002,209.44405
3675,10.08.04,10:00:00,2.6,14.5,90,33.6,35.7,,
7102,31.12.04,18:00:00,-200.0,6.1,-200,9.8,34.0,,
8481,27.02.05,21:00:00,1.5,3.1,155,4.6,46.8,,
7017,28.12.04,2:00:00,-200.0,2.9,-200,10.2,66.9,,
2648,29.06.04,5:00:00,0.5,3.0,54,25.9,45.1,,
1661,18.05.04,8:00:00,6.5,38.9,139,18.8,39.7,120.4641398,69.51986678
7087,31.12.04,5:00:00,-200.0,0.4,-200,6.9,49.3,,
822,14.04.04,3:00:00,0.4,1.9,-200,10.7,64.4,158.6421683,146.0454365
2532,24.06.04,15:00:00,1.3,6.1,65,35.3,23.7,,
5614,30.10.04,15:00:00,3.2,16.4,135,23.5,58.3,,
6542,08.12.04,3:00:00,1.5,6.1,-200,12.3,69.7,,
9046,22.03.05,8:00:00,2.2,13.5,116,11.8,66.3,,
3507,03.08.04,9:00:00,-200.0,17.2,185,29.1,45.5,,
2171,09.06.04,6:00:00,1.0,8.1,69,20.5,54.8,,
464,30.03.04,0:00:00,1.0,2.6,76,13.1,26.8,76.87027262,119.0926144
8495,27.02.05,2:00:00,3.3,5.3,145,4.6,64.4,,
311,23.03.04,19:00:00,2.7,13.0,112,11.7,57.1,90.96173335,101.2923958
7210,05.01.05,5:00:00,1.7,6.8,109,7.6,72.7,,
5779,06.11.04,8:00:00,2.8,14.5,87,14.6,74.2,,
1082,24.04.04,9:00:00,3.0,15.6,105,20.0,45.0,185.2285433,206.7866176
1971,31.05.04,17:00:00,3.0,21.4,159,26.9,32.2,,
7875,01.02.05,12:00:00,4.5,19.8,227,7.3,50.8,,
6057,18.11.04,2:00:00,2.0,5.6,119,8.5,65.0,,
7794,29.01.05,12:00:00,1.1,2.4,102,3.6,45.8,,
1736,22.05.04,6:00:00,0.5,4.6,66,16.5,53.5,114.8704012,63.94351797
6152,22.11.04,3:00:00,0.1,3.5,-200,3.7,56.3,,
6367,01.12.04,3:00:00,0.9,3.0,-200,8.7,82.4,,
4136,30.08.04,2:00:00,-200.0,2.9,-200,23.7,56.2,,
3341,27.07.04,7:00:00,-200.0,9.2,115,24.7,46.8,,
7870,01.02.05,14:00:00,4.2,18.8,179,11.8,44.4,,
3779,15.08.04,4:00:00,-200.0,2.0,27,22.4,62.2,,
366,26.03.04,3:00:00,0.6,1.7,-200,8.2,68.5,73.58682838,102.6919821
2839,07.07.04,3:00:00,0.5,3.0,-200,24.8,36.0,,
3228,23.07.04,21:00:00,1.4,8.6,79,30.1,33.9,,
8669,06.03.05,0:00:00,2.4,9.2,170,6.8,72.1,,
2410,19.06.04,21:00:00,1.4,-200.0,70,-200.0,-200.0,,
5527,27.10.04,3:00:00,0.6,3.9,-200,17.2,81.8,,
931,18.04.04,0:00:00,-200.0,6.9,-200,16.3,57.2,188.6558785,206.6603622
7552,19.01.05,16:00:00,0.2,4.3,110,9.2,55.0,,
5734,04.11.04,14:00:00,-200.0,24.4,139,25.9,42.8,,
6235,25.11.04,21:00:00,2.6,11.4,129,10.7,59.8,,
4877,29.09.04,19:00:00,6.3,34.1,201,23.2,36.9,,
1125,26.04.04,16:00:00,1.5,6.4,81,20.0,32.7,179.6376181,205.88502219999998
8151,13.02.05,13:00:00,1.2,4.9,107,18.7,48.0,,
5533,27.10.04,1:00:00,1.2,5.7,67,17.4,81.3,,
4565,16.09.04,7:00:00,4.2,23.4,86,19.9,74.3,,
8718,09.03.05,4:00:00,0.8,2.5,90,3.8,56.8,,
3702,12.08.04,4:00:00,-200.0,2.5,25,26.7,61.0,,
3269,24.07.04,10:00:00,2.3,13.1,116,32.7,34.5,,
649,06.04.04,10:00:00,2.9,14.1,107,19.6,41.8,136.2598866,151.86086619999998
4658,20.09.04,18:00:00,5.6,31.1,200,30.5,29.2,,
3249,24.07.04,5:00:00,0.8,5.5,61,24.6,52.2,,
3579,06.08.04,9:00:00,2.9,16.3,97,24.5,66.2,,
3501,03.08.04,11:00:00,-200.0,10.6,158,34.7,32.1,,
62,13.03.04,15:00:00,2.0,9.2,116,18.4,33.6,20.93788927,51.00923472
6096,19.11.04,9:00:00,5.9,22.7,191,15.2,62.2,,
4792,26.09.04,4:00:00,-200.0,5.5,61,13.4,59.9,,
548,02.04.04,21:00:00,3.0,14.1,146,18.5,43.0,84.03381173,119.0660305
8374,22.02.05,18:00:00,2.4,10.2,206,5.8,72.5,,
1888,28.05.04,16:00:00,1.7,12.2,117,28.0,23.2,,
6159,22.11.04,11:00:00,2.7,25.4,239,6.8,49.8,,
5302,17.10.04,21:00:00,-200.0,7.8,-200,15.8,57.6,,
4390,09.09.04,7:00:00,3.0,18.2,136,19.7,37.5,,
1956,31.05.04,6:00:00,0.5,6.5,60,16.6,52.1,,
3795,15.08.04,11:00:00,1.2,6.3,70,35.8,25.7,,
6017,16.11.04,23:00:00,1.8,6.1,134,10.2,49.4,,
2328,15.06.04,18:00:00,3.1,16.7,148,30.8,28.7,,
5325,18.10.04,13:00:00,-200.0,19.9,-200,21.4,47.2,,
3665,10.08.04,12:00:00,1.5,9.2,86,39.0,23.7,,
4285,05.09.04,8:00:00,0.7,2.5,-200,27.0,34.3,,
778,12.04.04,6:00:00,0.4,0.7,49,13.9,43.6,145.6077882,142.13042959999999
3709,12.08.04,14:00:00,1.0,5.0,56,35.9,32.1,,
6383,01.12.04,13:00:00,4.0,19.3,163,13.6,65.6,,
526,01.04.04,10:00:00,2.8,11.7,113,19.2,39.6,70.47909356,102.2203688
1895,28.05.04,12:00:00,-200.0,14.4,-200,28.3,25.0,,
494,31.03.04,22:00:00,1.4,5.1,79,12.3,57.8,82.63719896,103.2658045
6792,18.12.04,0:00:00,2.1,7.0,121,12.9,72.1,,
6086,19.11.04,1:00:00,1.9,5.6,110,16.1,59.5,,
3322,27.07.04,2:00:00,-200.0,4.1,49,25.8,40.9,,
4039,26.08.04,17:00:00,2.2,-200.0,99,-200.0,-200.0,,
5252,15.10.04,12:00:00,-200.0,15.0,-200,22.7,47.6,,
1970,31.05.04,9:00:00,2.2,16.3,137,20.9,43.6,,
7027,28.12.04,13:00:00,-200.0,14.8,-200,13.9,49.0,,
4659,20.09.04,8:00:00,-200.0,32.2,-200,20.1,60.6,,
2600,27.06.04,6:00:00,0.6,2.8,44,23.5,51.2,,
3850,18.08.04,6:00:00,-200.0,6.3,-200,23.8,41.8,,
6097,19.11.04,8:00:00,4.8,20.5,194,14.7,63.1,,
