,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
32816,None,288.95,0.0,0.0,75,Clouds,broken clouds,4/18/2017 14:00,5182,high
25857,None,290.59,0.25,0.0,92,Rain,light rain,8/19/2016 23:00,1887,low
43096,None,272.29,0.0,0.0,90,Clouds,overcast clouds,4/10/2018 8:00,6190,very high
45161,None,291.48,0.0,0.0,90,Drizzle,drizzle,6/20/2018 0:00,663,very low
14153,None,287.0,1.83,0.0,90,Thunderstorm,thunderstorm,5/8/2014 22:00,1924,low
26455,None,297.36,0.0,0.0,1,Clear,sky is clear,9/8/2016 16:00,6176,very high
18006,None,299.39,0.0,0.0,1,Drizzle,light intensity drizzle,9/6/2015 2:00,527,very low
47195,None,287.97,0.25,0.0,75,Rain,light rain,8/29/2018 10:00,4871,high
16322,None,293.35,2.15,0.0,90,Rain,heavy intensity rain,7/6/2015 11:00,3998,medium
24902,None,299.52,0.0,0.0,1,Clear,sky is clear,7/12/2016 20:00,2764,low
20820,None,271.15,0.0,0.0,90,Mist,mist,1/25/2016 2:00,260,very low
4841,None,274.47,0.0,0.0,75,Clouds,broken clouds,4/6/2013 21:00,3520,medium
22935,None,286.46,0.0,0.0,90,Clouds,overcast clouds,4/30/2016 13:00,4982,high
4076,None,268.85,0.0,0.0,90,Mist,mist,3/5/2013 7:00,3865,medium
31167,None,282.47,0.0,0.0,68,Rain,light rain,2/20/2017 22:00,2474,low
43356,None,271.15,0.0,0.0,90,Snow,light snow,4/16/2018 11:00,3860,medium
31022,None,268.832,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 21:00,3111,medium
16909,None,301.8,0.0,0.0,40,Clouds,scattered clouds,7/27/2015 18:00,4226,medium
32869,None,279.55,0.0,0.0,90,Rain,heavy intensity rain,4/20/2017 2:00,257,very low
47348,None,291.81,0.25,0.0,75,Rain,light rain,9/3/2018 8:00,1995,low
24323,None,293.76,0.0,0.0,0,Clear,Sky is Clear,6/20/2016 9:00,4936,high
25728,None,299.88,0.0,0.0,0,Clear,Sky is Clear,8/14/2016 14:00,4243,medium
6898,None,294.22,0.0,0.0,0,Clear,Sky is Clear,6/11/2013 21:00,2545,low
35670,None,298.44,0.0,0.0,75,Thunderstorm,thunderstorm with heavy rain,7/25/2017 21:00,3512,medium
37880,None,285.62,0.0,0.0,1,Clear,sky is clear,10/8/2017 22:00,1695,low
38950,None,279.61,0.0,0.0,90,Mist,mist,11/14/2017 23:00,1462,low
35321,None,289.35,0.0,0.0,90,Clouds,overcast clouds,7/14/2017 0:00,968,very low
28644,None,275.75,0.0,0.0,90,Drizzle,light intensity drizzle,11/29/2016 18:00,4017,medium
39531,None,265.36,0.0,0.0,1,Haze,haze,12/5/2017 22:00,1555,low
12318,None,271.15,0.0,0.0,90,Clouds,overcast clouds,2/17/2014 15:00,4051,medium
33178,None,285.95,0.0,0.0,90,Clouds,overcast clouds,4/29/2017 17:00,4974,high
14252,None,288.11,0.93,0.0,90,Rain,moderate rain,5/12/2014 3:00,315,very low
35173,None,292.61,0.0,0.0,1,Clear,sky is clear,7/8/2017 9:00,3285,medium
36136,None,294.86,0.0,0.0,40,Clouds,scattered clouds,8/10/2017 17:00,6294,very high
15233,None,298.2,0.0,0.0,1,Clear,sky is clear,7/4/2014 18:00,2676,low
33786,None,284.84,0.0,0.0,90,Clouds,overcast clouds,5/18/2017 18:00,4893,high
20252,None,260.38,0.0,0.0,1,Clear,sky is clear,12/28/2015 1:00,382,very low
2884,None,276.93,0.0,0.0,90,Drizzle,light intensity drizzle,1/12/2013 21:00,2304,low
7621,None,298.98,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 12:00,5960,very high
35881,None,297.16,0.0,0.0,75,Clouds,broken clouds,8/2/2017 20:00,3299,medium
12352,None,270.02,0.0,0.0,1,Clear,sky is clear,2/19/2014 1:00,340,very low
12334,None,266.77,0.0,0.0,20,Clouds,few clouds,2/18/2014 7:00,5995,very high
3070,None,263.98,0.0,0.0,75,Snow,heavy snow,1/20/2013 17:00,3455,medium
38368,None,274.57,0.0,0.0,90,Snow,light snow,10/27/2017 3:00,377,very low
41610,None,271.73,0.0,0.0,1,Clear,sky is clear,2/18/2018 23:00,1152,very low
2974,None,269.74,0.0,0.0,1,Clear,sky is clear,1/16/2013 13:00,4984,high
45860,None,296.15,0.0,0.0,1,Clear,sky is clear,7/14/2018 23:00,2275,low
44101,None,287.81,0.0,0.0,1,Fog,fog,5/15/2018 1:00,309,very low
28839,None,270.51,0.0,0.0,1,Mist,mist,12/5/2016 6:00,5573,high
26961,None,282.73,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 1:00,359,very low
22007,None,273.48,0.0,0.0,40,Clouds,scattered clouds,3/24/2016 10:00,4428,high
24455,None,301.88,0.0,0.0,40,Rain,light rain,6/25/2016 19:00,3154,medium
8668,None,302.03,0.0,0.0,0,Clear,Sky is Clear,8/26/2013 11:00,5140,high
25914,None,287.96,0.0,0.0,1,Clear,sky is clear,8/22/2016 3:00,527,very low
25121,None,305.0,0.0,0.0,40,Clouds,scattered clouds,7/21/2016 18:00,4192,medium
4378,None,270.45,0.0,0.0,90,Mist,mist,3/19/2013 7:00,6574,very high
18085,None,297.92,0.0,0.0,1,Clear,sky is clear,9/8/2015 15:00,5788,high
11588,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/19/2014 0:00,1236,very low
31055,None,268.381,0.0,0.0,24,Clouds,few clouds,2/16/2017 6:00,5721,high
26866,None,292.69,0.0,0.0,92,Rain,moderate rain,9/25/2016 2:00,656,very low
46112,None,301.07,0.0,0.0,75,Clouds,broken clouds,7/23/2018 18:00,4293,medium
42137,None,264.8,0.0,0.0,90,Haze,haze,3/7/2018 3:00,378,very low
9003,None,288.15,0.0,0.0,90,Rain,light rain,9/17/2013 22:00,1776,low
4372,None,270.93,0.0,0.0,90,Snow,heavy snow,3/19/2013 4:00,734,very low
5246,None,275.33,0.0,0.0,90,Mist,mist,4/18/2013 21:00,1577,low
18471,None,291.75,0.0,0.0,75,Clouds,broken clouds,9/22/2015 1:00,309,very low
33782,None,284.09,0.0,0.0,90,Clouds,overcast clouds,5/18/2017 14:00,5169,high
42780,None,272.86,0.0,0.0,90,Snow,snow,3/31/2018 3:00,386,very low
14578,None,281.76,0.0,0.0,1,Clear,sky is clear,5/23/2014 5:00,2626,low
32681,None,287.46,0.0,0.0,90,Drizzle,heavy intensity drizzle,4/14/2017 20:00,3101,medium
21538,None,275.65,0.0,0.0,1,Mist,mist,2/28/2016 4:00,394,very low
46084,None,298.62,0.0,0.0,20,Clouds,few clouds,7/22/2018 20:00,3135,medium
14630,None,293.82,0.0,0.0,20,Clouds,few clouds,5/25/2014 9:00,2568,low
3255,None,261.53,0.0,0.0,100,Clouds,overcast clouds,1/31/2013 14:00,5303,high
3432,None,268.73,0.0,0.0,90,Mist,mist,2/8/2013 10:00,4638,high
19747,None,273.55,0.0,0.0,90,Mist,mist,11/30/2015 12:00,4067,medium
26042,None,295.39,0.0,0.0,40,Clouds,scattered clouds,8/26/2016 15:00,5531,high
15242,None,293.42,0.0,0.0,90,Clouds,overcast clouds,7/5/2014 6:00,1118,very low
20159,None,274.33,0.98,0.51,90,Snow,snow,12/23/2015 12:00,5167,high
35146,None,296.22,0.0,0.0,1,Clear,sky is clear,7/7/2017 10:00,4254,medium
36223,None,291.94,0.0,0.0,90,Rain,proximity shower rain,8/13/2017 22:00,1787,low
43950,None,288.94,0.0,0.0,1,Drizzle,light intensity drizzle,5/9/2018 14:00,5109,high
21263,None,260.68,0.0,0.0,1,Clear,sky is clear,2/13/2016 15:00,5190,high
10188,None,267.88,0.0,0.0,64,Clouds,broken clouds,11/28/2013 8:00,1295,very low
16768,None,298.41,0.0,0.0,1,Clear,sky is clear,7/22/2015 11:00,4707,high
25672,None,293.36,0.0,0.0,92,Clouds,overcast clouds,8/12/2016 6:00,5232,high
35640,None,292.82,0.0,0.0,1,Rain,light rain,7/25/2017 0:00,701,very low
39084,None,266.88,0.0,0.0,1,Clear,sky is clear,11/19/2017 0:00,1529,low
20716,None,262.65,0.0,0.0,90,Mist,mist,1/20/2016 9:00,5122,high
40160,None,259.36,0.0,0.0,90,Haze,haze,12/28/2017 12:00,3994,medium
2380,None,259.68,0.0,0.0,1,Clear,sky is clear,12/25/2012 19:00,2941,medium
6292,None,287.12,0.0,0.0,90,Drizzle,light intensity drizzle,5/22/2013 17:00,6244,very high
10760,None,260.34,0.0,0.0,64,Clouds,broken clouds,12/17/2013 23:00,1313,very low
42776,None,271.86,0.0,0.0,90,Mist,mist,3/31/2018 1:00,580,very low
2470,None,265.27,0.0,0.0,90,Mist,mist,12/29/2012 2:00,503,very low
40761,None,276.01,0.0,0.0,1,Clear,sky is clear,1/18/2018 13:00,4878,high
39574,None,260.28,0.0,0.0,75,Clouds,broken clouds,12/7/2017 9:00,4958,high
28961,None,263.49,0.0,0.0,75,Snow,light snow,12/9/2016 19:00,3806,medium
14852,None,299.24,0.25,0.0,0,Rain,light rain,6/2/2014 15:00,5662,high
18817,None,293.77,0.0,0.0,90,Clouds,overcast clouds,10/6/2015 16:00,6557,very high
35184,None,299.28,0.0,0.0,20,Clouds,few clouds,7/8/2017 20:00,3164,medium
14130,None,291.21,0.64,0.0,40,Rain,light rain,5/8/2014 13:00,5152,high
15515,None,285.78,0.0,0.0,75,Clouds,broken clouds,7/15/2014 6:00,5724,high
32586,None,277.65,0.0,0.0,1,Clear,sky is clear,4/11/2017 23:00,1121,very low
34937,None,291.02,0.0,0.0,40,Drizzle,light intensity drizzle,6/29/2017 6:00,5904,very high
35435,None,296.86,0.0,0.0,75,Rain,light intensity shower rain,7/18/2017 9:00,4737,high
46712,None,298.74,0.0,0.0,90,Clouds,overcast clouds,8/14/2018 20:00,3046,medium
22088,None,273.49,0.0,0.0,1,Clear,sky is clear,3/27/2016 22:00,1808,low
2340,None,261.78,0.0,0.0,40,Clouds,scattered clouds,12/24/2012 4:00,430,very low
46474,None,291.51,0.0,0.0,90,Fog,fog,8/6/2018 5:00,3047,medium
1107,None,283.42,0.0,0.0,90,Mist,mist,11/11/2012 12:00,3710,medium
20796,None,268.93,0.0,0.0,90,Mist,mist,1/24/2016 1:00,827,very low
44485,None,303.04,0.0,0.0,75,Thunderstorm,proximity thunderstorm,5/29/2018 16:00,6820,very high
39723,None,269.55,0.0,0.0,75,Clouds,broken clouds,12/12/2017 23:00,1080,very low
23504,None,283.33,0.0,0.0,90,Clouds,overcast clouds,5/21/2016 2:00,1081,very low
12,None,288.61,0.0,0.0,1,Clear,sky is clear,10/2/2012 21:00,2361,low
6526,None,296.0,0.0,0.0,90,Clouds,overcast clouds,5/30/2013 15:00,6414,very high
38010,None,279.22,0.0,0.0,1,Clear,sky is clear,10/14/2017 5:00,762,very low
31993,None,276.42,0.0,0.0,90,Drizzle,heavy intensity drizzle,3/23/2017 23:00,1354,very low
3469,None,269.19,0.0,0.0,90,Clouds,overcast clouds,2/10/2013 2:00,605,very low
20321,None,264.09,0.0,0.0,1,Clear,sky is clear,12/31/2015 3:00,358,very low
45328,None,292.35,0.0,0.0,90,Rain,moderate rain,6/26/2018 3:00,353,very low
991,None,277.96,0.0,0.0,90,Rain,moderate rain,11/7/2012 17:00,6057,very high
39585,None,266.43,0.0,0.0,90,Clouds,overcast clouds,12/7/2017 20:00,2995,medium
33578,None,286.72,0.0,0.0,1,Clear,sky is clear,5/13/2017 5:00,652,very low
22106,None,282.3,0.0,0.0,1,Clear,sky is clear,3/28/2016 21:00,2298,low
1437,None,266.01,0.0,0.0,75,Snow,heavy snow,11/24/2012 8:00,1878,low
31428,None,264.9,0.0,0.0,1,Clear,sky is clear,3/2/2017 7:00,6684,very high
36202,None,287.69,0.0,0.0,1,Clear,sky is clear,8/13/2017 5:00,512,very low
11856,None,255.84,0.0,0.0,20,Clouds,few clouds,1/29/2014 9:00,5177,high
22733,None,284.35,1.02,0.0,90,Drizzle,light intensity drizzle,4/24/2016 11:00,3929,medium
7349,None,286.46,0.0,0.0,1,Clear,sky is clear,7/1/2013 6:00,5880,very high
5121,None,273.35,0.0,0.0,90,Snow,heavy snow,4/14/2013 11:00,3303,medium
40510,None,275.29,0.0,0.0,90,Mist,mist,1/10/2018 20:00,2642,low
28174,None,280.69,0.0,0.0,90,Mist,mist,11/18/2016 4:00,833,very low
35595,None,292.49,0.0,0.0,40,Clouds,scattered clouds,7/23/2017 6:00,845,very low
13424,None,274.89,0.0,0.0,1,Clear,sky is clear,4/4/2014 21:00,2625,low
20010,None,272.58,0.0,0.0,90,Mist,mist,12/15/2015 8:00,5789,high
6834,None,290.51,0.0,0.0,88,Clouds,overcast clouds,6/9/2013 23:00,1108,very low
36373,None,294.69,0.0,0.0,90,Clouds,overcast clouds,8/17/2017 20:00,3414,medium
41634,None,267.43,0.0,0.0,90,Haze,haze,2/19/2018 14:00,3490,medium
44344,None,304.62,0.0,0.0,1,Clear,sky is clear,5/24/2018 14:00,5414,high
16688,None,290.47,0.0,0.0,1,Clear,sky is clear,7/19/2015 3:00,451,very low
10992,None,268.77,0.0,0.0,64,Clouds,broken clouds,12/26/2013 20:00,2229,low
41791,None,255.38,0.0,0.0,1,Fog,fog,2/24/2018 6:00,1119,very low
43297,None,268.3,0.0,0.0,90,Snow,light snow,4/15/2018 5:00,301,very low
2142,None,266.69,0.0,0.0,90,Clouds,overcast clouds,12/17/2012 22:00,1385,very low
24933,None,291.806,0.0,0.0,36,Clouds,scattered clouds,7/14/2016 3:00,346,very low
40327,None,255.72,0.0,0.0,5,Clear,sky is clear,1/3/2018 19:00,3144,medium
48032,None,292.18,0.0,0.0,75,Clouds,broken clouds,9/24/2018 11:00,4468,high
43274,None,268.42,0.0,0.0,90,Fog,fog,4/14/2018 21:00,707,very low
17851,None,291.55,0.0,0.0,1,Mist,mist,8/31/2015 3:00,359,very low
29197,None,261.62,0.0,0.0,90,Fog,fog,12/16/2016 19:00,1906,low
11404,None,272.95,0.0,0.0,64,Clouds,broken clouds,1/12/2014 9:00,2387,low
15373,None,290.5,0.0,0.0,0,Clear,Sky is Clear,7/10/2014 7:00,6637,very high
30123,None,272.08,0.0,0.0,90,Snow,light snow,1/17/2017 1:00,307,very low
30344,None,275.95,0.0,0.0,90,Rain,light rain,1/21/2017 15:00,4501,high
9403,None,296.83,0.0,0.0,1,Clear,sky is clear,10/10/2013 13:00,5078,high
20868,None,267.37,0.0,0.0,90,Clouds,overcast clouds,1/27/2016 10:00,4355,medium
44059,None,294.31,0.0,0.0,1,Clear,sky is clear,5/13/2018 20:00,3049,medium
2942,None,257.72,0.0,0.0,1,Clear,sky is clear,1/15/2013 2:00,246,very low
43825,None,282.61,0.0,0.0,1,Clear,sky is clear,5/5/2018 7:00,2248,low
11039,None,269.59,0.0,0.0,64,Fog,fog,12/28/2013 9:00,2559,low
14231,None,292.07,0.0,0.0,75,Clouds,broken clouds,5/11/2014 13:00,4538,high
29005,None,264.08,0.0,0.0,90,Snow,snow,12/11/2016 4:00,318,very low
183,None,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,10/10/2012 9:00,5680,high
21653,None,278.09,0.0,0.0,40,Mist,mist,3/7/2016 6:00,5870,very high
18584,None,289.9,0.0,0.0,90,Mist,mist,9/25/2015 6:00,5722,high
9171,None,292.84,0.0,0.0,90,Rain,moderate rain,9/28/2013 8:00,3575,medium
38902,None,276.95,0.0,0.0,90,Haze,haze,11/13/2017 21:00,2048,low
28972,None,257.44,0.0,0.0,1,Clear,sky is clear,12/10/2016 6:00,1159,very low
45806,None,295.42,0.0,0.0,90,Mist,mist,7/13/2018 9:00,4543,high
35927,None,286.28,0.0,0.0,90,Rain,light rain,8/3/2017 21:00,3816,medium
20151,None,275.14,0.25,0.0,90,Mist,mist,12/23/2015 6:00,4708,high
2042,None,275.71,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 3:00,307,very low
17697,None,290.89,0.0,0.0,40,Clouds,scattered clouds,8/24/2015 19:00,3301,medium
42061,None,274.86,0.0,0.0,90,Rain,light rain,3/5/2018 4:00,976,very low
44244,None,293.21,0.0,0.0,40,Clouds,scattered clouds,5/20/2018 15:00,3920,medium
29306,None,275.89,0.0,0.0,1,Clear,sky is clear,12/20/2016 13:00,5006,high
28011,None,273.08,0.0,0.0,1,Clear,sky is clear,11/12/2016 4:00,377,very low
4713,None,274.4,0.0,0.0,1,Clear,sky is clear,4/1/2013 18:00,4507,high
46247,None,287.3,0.0,0.0,1,Clear,sky is clear,7/29/2018 3:00,546,very low
32848,None,280.96,0.0,0.0,90,Mist,mist,4/19/2017 18:00,4536,high
21283,None,265.93,0.0,0.0,90,Snow,light snow,2/14/2016 13:00,4840,high
42693,None,281.0,0.0,0.0,5,Clear,sky is clear,3/27/2018 18:00,4715,high
5364,None,270.0,0.0,0.0,1,Clear,sky is clear,4/21/2013 9:00,2510,low
10297,None,274.46,1.02,0.0,64,Mist,mist,12/2/2013 15:00,5655,high
22379,None,287.15,0.0,0.0,1,Clear,sky is clear,4/10/2016 15:00,4807,high
35559,None,300.42,0.0,0.0,75,Clouds,broken clouds,7/21/2017 19:00,3671,medium
14584,None,293.86,0.0,0.0,1,Clear,sky is clear,5/23/2014 11:00,5062,high
45641,None,301.02,0.0,0.0,5,Clear,sky is clear,7/7/2018 15:00,4022,medium
44515,None,292.22,0.0,0.0,1,Mist,mist,5/30/2018 4:00,893,very low
14468,None,284.66,0.44,0.0,92,Mist,mist,5/19/2014 19:00,2923,medium
33424,None,282.95,0.0,0.0,90,Clouds,overcast clouds,5/7/2017 9:00,3270,medium
3351,None,261.23,0.0,0.0,90,Clouds,overcast clouds,2/4/2013 15:00,5430,high
40543,None,262.38,0.0,0.0,90,Snow,light snow,1/11/2018 9:00,4021,medium
4020,None,271.53,0.0,0.0,75,Clouds,broken clouds,3/2/2013 16:00,4754,high
10535,None,260.81,0.0,0.0,90,Mist,mist,12/9/2013 0:00,471,very low
45470,None,294.21,0.0,0.0,90,Drizzle,light intensity drizzle,7/1/2018 8:00,1682,low
20021,None,273.65,0.0,0.0,90,Clouds,overcast clouds,12/15/2015 21:00,3778,medium
37043,None,290.48,0.0,0.0,75,Clouds,broken clouds,9/10/2017 10:00,3450,medium
36511,None,288.35,0.0,0.0,1,Clear,sky is clear,8/22/2017 8:00,5760,high
11764,None,258.17,0.25,0.0,64,Mist,mist,1/25/2014 23:00,1922,low
33669,None,289.96,0.0,0.0,90,Rain,light rain,5/16/2017 8:00,5490,high
23026,None,282.8,0.0,0.0,1,Clear,sky is clear,5/4/2016 8:00,6446,very high
21224,None,264.15,0.0,0.0,90,Clouds,overcast clouds,2/11/2016 13:00,5089,high
47022,None,290.96,0.63,0.0,90,Rain,light rain,8/25/2018 1:00,725,very low
4091,None,269.0,0.0,0.0,90,Mist,mist,3/5/2013 20:00,2176,low
6684,None,287.29,0.0,0.0,92,Clouds,overcast clouds,6/5/2013 6:00,5890,very high
3487,None,271.83,0.0,0.0,90,Mist,mist,2/10/2013 20:00,1330,very low
9765,None,275.97,0.0,0.0,64,Clouds,broken clouds,11/10/2013 21:00,1895,low
1804,None,271.51,0.0,0.0,90,Snow,heavy snow,12/8/2012 15:00,4807,high
17592,None,286.81,0.0,0.0,1,Clear,sky is clear,8/20/2015 23:00,1407,very low
9948,None,271.48,0.0,0.0,90,Clouds,overcast clouds,11/18/2013 2:00,249,very low
30706,None,259.44,0.0,0.0,1,Clear,sky is clear,2/2/2017 6:00,5826,very high
20603,None,263.08,0.0,0.0,1,Haze,haze,1/13/2016 23:00,1049,very low
940,None,278.65,0.0,0.0,90,Mist,mist,11/6/2012 17:00,5453,high
42919,None,266.72,0.0,0.0,90,Snow,light snow,4/4/2018 0:00,501,very low
5690,None,276.28,0.0,0.0,90,Mist,mist,5/2/2013 15:00,6100,very high
27993,None,278.89,0.0,0.0,1,Clear,sky is clear,11/11/2016 10:00,4478,high
23958,None,285.6,0.0,0.0,1,Clear,sky is clear,6/5/2016 5:00,555,very low
43701,None,290.57,0.0,0.0,1,Drizzle,light intensity drizzle,4/30/2018 13:00,4837,high
47578,None,287.08,0.0,0.0,1,Clear,sky is clear,9/10/2018 9:00,5236,high
19209,None,274.55,0.0,0.0,90,Mist,mist,10/28/2015 21:00,2398,low
2673,None,262.6,0.0,0.0,1,Clear,sky is clear,1/4/2013 14:00,5315,high
12482,None,258.74,0.0,0.0,40,Clouds,scattered clouds,2/24/2014 11:00,4194,medium
27223,None,282.341,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 23:00,949,very low
19223,None,278.93,0.0,0.0,90,Rain,light rain,10/29/2015 8:00,5760,high
47011,None,292.62,5.62,0.0,90,Mist,mist,8/24/2018 17:00,5750,high
36150,None,286.95,0.0,0.0,75,Mist,mist,8/11/2017 5:00,2795,low
12424,None,260.77,0.0,0.0,1,Clear,sky is clear,2/22/2014 1:00,437,very low
36593,None,293.29,0.0,0.0,75,Clouds,broken clouds,8/25/2017 14:00,5661,high
45439,None,300.08,0.0,0.0,1,Clear,sky is clear,6/30/2018 6:00,1489,low
45270,None,290.55,0.0,0.0,1,Mist,mist,6/24/2018 5:00,614,very low
21806,None,284.36,0.0,0.0,90,Mist,mist,3/15/2016 8:00,5771,high
40094,None,251.14,0.0,0.0,5,Clear,sky is clear,12/26/2017 10:00,3396,medium
17959,None,294.39,0.0,0.0,75,Mist,mist,9/4/2015 7:00,6243,very high
22259,None,275.41,0.0,0.0,90,Clouds,overcast clouds,4/5/2016 21:00,4031,medium
40627,None,259.14,0.0,0.0,90,Mist,mist,1/14/2018 11:00,3771,medium
34552,None,293.61,0.0,0.0,5,Clear,sky is clear,6/15/2017 8:00,5945,very high
4967,None,275.38,0.0,0.0,90,Snow,heavy snow,4/10/2013 13:00,4958,high
34119,None,286.89,0.0,0.0,75,Clouds,broken clouds,5/29/2017 22:00,1863,low
6268,None,289.11,0.0,0.0,90,Mist,mist,5/22/2013 0:00,566,very low
38211,None,288.86,0.0,0.0,90,Mist,mist,10/21/2017 10:00,3843,medium
13527,None,274.35,0.0,0.0,75,Clouds,broken clouds,4/9/2014 4:00,846,very low
4919,None,277.86,0.0,0.0,90,Mist,mist,4/9/2013 4:00,737,very low
45955,None,298.68,0.0,0.0,75,Clouds,broken clouds,7/18/2018 20:00,3177,medium
32330,None,281.65,0.0,0.0,90,Mist,mist,4/3/2017 10:00,3937,medium
46349,None,290.42,0.0,0.0,90,Rain,moderate rain,8/1/2018 21:00,2559,low
13061,None,279.63,0.0,0.0,40,Clouds,scattered clouds,3/20/2014 17:00,6103,very high
30156,None,273.75,0.0,0.0,90,Mist,mist,1/17/2017 18:00,4278,medium
15115,None,299.26,0.0,0.0,92,Rain,light rain,6/18/2014 18:00,4715,high
43108,None,276.75,0.0,0.0,40,Clouds,scattered clouds,4/10/2018 20:00,2829,low
41495,None,265.68,0.0,0.0,5,Haze,haze,2/14/2018 7:00,5826,very high
45983,None,293.94,0.0,0.0,90,Rain,moderate rain,7/19/2018 17:00,5872,very high
5617,None,283.29,0.0,0.0,1,Mist,mist,4/30/2013 5:00,2679,low
29500,None,275.48,0.0,0.0,90,Rain,moderate rain,12/25/2016 23:00,980,very low
40683,None,257.68,0.0,0.0,75,Snow,light snow,1/15/2018 12:00,3970,medium
25543,None,292.93,0.0,0.0,0,Clear,Sky is Clear,8/6/2016 21:00,3225,medium
27705,None,281.987,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 17:00,4060,medium
9095,None,292.28,0.0,0.0,48,Clouds,scattered clouds,9/24/2013 12:00,5046,high
22176,None,274.82,0.0,0.0,90,Rain,light rain,4/1/2016 6:00,5117,high
12130,None,256.01,0.0,0.0,1,Clear,sky is clear,2/9/2014 19:00,2674,low
37278,None,287.35,0.0,0.0,90,Mist,mist,9/18/2017 23:00,951,very low
10542,None,258.05,0.0,0.0,64,Mist,mist,12/9/2013 4:00,807,very low
27935,None,274.28,0.0,0.0,1,Clear,sky is clear,11/9/2016 1:00,449,very low
9938,None,277.15,0.0,0.0,90,Clouds,overcast clouds,11/17/2013 15:00,4345,medium
4242,None,274.24,0.0,0.0,90,Clouds,overcast clouds,3/11/2013 7:00,6607,very high
47076,None,291.22,1.02,0.0,1,Rain,moderate rain,8/26/2018 4:00,325,very low
28064,None,279.68,0.0,0.0,90,Clouds,overcast clouds,11/14/2016 9:00,4698,high
23581,None,290.77,0.0,0.0,90,Rain,light rain,5/24/2016 2:00,314,very low
43143,None,277.09,0.0,0.0,75,Rain,light rain,4/12/2018 1:00,310,very low
39916,None,273.22,0.0,0.0,40,Clouds,scattered clouds,12/19/2017 8:00,5791,high
15761,None,295.41,0.0,0.0,75,Clouds,broken clouds,7/26/2014 4:00,460,very low
38370,None,274.57,0.0,0.0,90,Rain,light rain,10/27/2017 3:00,377,very low
47277,None,294.53,0.25,0.0,40,Mist,mist,9/1/2018 7:00,2477,low
36393,None,292.58,0.0,0.0,90,Drizzle,drizzle,8/18/2017 12:00,5094,high
10042,None,268.47,0.0,0.0,75,Clouds,broken clouds,11/21/2013 23:00,1200,very low
11731,None,273.15,0.25,0.0,64,Snow,light snow,1/24/2014 19:00,2888,low
14529,None,286.93,0.0,0.0,1,Clear,sky is clear,5/21/2014 4:00,806,very low
30124,None,272.35,0.0,0.0,75,Snow,light snow,1/17/2017 2:00,216,very low
38896,None,279.74,0.0,0.0,75,Clouds,broken clouds,11/13/2017 16:00,6604,very high
38582,None,275.28,0.0,0.0,75,Mist,mist,11/2/2017 7:00,6258,very high
30122,None,272.08,0.0,0.0,90,Mist,mist,1/17/2017 1:00,307,very low
11923,None,257.92,0.0,0.0,0,Clear,sky is clear,2/1/2014 4:00,347,very low
17785,None,293.38,0.0,0.0,75,Rain,light rain,8/28/2015 10:00,5114,high
21561,None,267.15,0.0,0.0,90,Clouds,overcast clouds,2/29/2016 20:00,2510,low
15919,None,299.65,0.0,0.0,40,Haze,haze,8/5/2014 17:00,6538,very high
47941,None,292.14,0.0,0.0,90,Clouds,overcast clouds,9/21/2018 0:00,698,very low
17139,None,289.58,0.0,0.0,75,Clouds,broken clouds,8/6/2015 5:00,2939,medium
39685,None,272.65,0.0,0.0,90,Snow,light snow,12/11/2017 10:00,4049,medium
44790,None,295.07,0.0,0.0,90,Clouds,overcast clouds,6/8/2018 15:00,6290,very high
12935,None,269.78,0.0,0.0,75,Clouds,broken clouds,3/15/2014 11:00,4380,high
40459,None,272.5,0.0,0.0,40,Clouds,scattered clouds,1/9/2018 7:00,6229,very high
17957,None,294.61,0.0,0.0,1,Clear,sky is clear,9/4/2015 5:00,2670,low
6781,None,286.26,0.0,0.0,80,Clouds,broken clouds,6/7/2013 19:00,3770,medium
21564,None,265.65,0.0,0.0,90,Clouds,overcast clouds,3/1/2016 1:00,453,very low
27236,None,293.495,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 13:00,4426,high
37900,None,282.08,0.0,0.0,90,Rain,light rain,10/9/2017 18:00,4282,medium
20612,None,266.08,0.0,0.0,90,Haze,haze,1/14/2016 10:00,4297,medium
38637,None,274.38,0.0,0.0,90,Clouds,overcast clouds,11/4/2017 4:00,371,very low
11903,None,255.93,0.0,0.0,0,Clear,sky is clear,1/31/2014 8:00,5269,high
1955,None,261.11,0.0,0.0,40,Mist,mist,12/12/2012 20:00,2616,low
1945,None,261.16,0.0,0.0,40,Clouds,scattered clouds,12/12/2012 9:00,5310,high
42062,None,274.86,0.0,0.0,90,Snow,light snow,3/5/2018 5:00,2704,low
34976,None,296.54,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/30/2017 16:00,5718,high
28178,None,280.43,0.0,0.0,90,Drizzle,drizzle,11/18/2016 6:00,5506,high
